ãCè€í°ÅuâﬂãéÇÃãCè€ÉfÅ[É^ÅEÉ_ÉEÉìÉçÅ[ÉhÅvÇÊÇËéÊìæ 2026/03/18 10:31:25

,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR
2023/9/27,27.6,8,1,21.6,8,32.4,8,1,26.8,8,23.7,8,1,17.5,8,0,1,8,1,4.6,,8,2.7,8,1,,0,10.3,8,ìÏìÏêº,8,1,,0
2023/9/28,26.7,8,1,21.5,8,30.8,8,1,26.6,8,23.1,8,1,17.3,8,0.0,0,8,1,4.5,,8,3.2,8,1,,0,9.6,8,ñkêº,8,1,,0
2023/9/29,25.5,8,1,21.3,8,31.0,8,1,26.5,8,20.8,8,1,17.1,8,0,1,8,1,4.4,,8,2.1,8,1,,0,6.6,8,ìÏìÏìå,8,1,,0
2023/9/30,25.2,8,1,21.1,8,30.6,8,1,26.3,8,19.6,8,1,16.9,8,0.0,0,8,1,4.3,,8,2.4,8,1,,0,7.6,8,ìÏ,8,1,,0
2023/10/1,24.0,8,1,20.9,8,28.8,8,1,26.1,8,19.8,8,1,16.7,8,0.5,0,8,1,4.2,,8,3.1,8,1,,0,13.0,8,ñkñkêº,8,1,,0
2023/10/2,21.1,8,1,20.8,8,27.4,8,1,25.9,8,16.1,8,1,16.5,8,0,1,8,1,4.0,,8,3.0,8,1,,0,10.5,8,ñkñkìå,8,1,,0
2023/10/3,19.6,8,1,20.6,8,24.5,8,1,25.8,8,14.6,8,1,16.4,8,0.0,0,8,1,3.8,,8,1.9,8,1,,0,6.1,8,ñkñkìå,8,1,,0
2023/10/4,21.6,8,1,20.4,8,28.3,8,1,25.6,8,15.5,8,1,16.2,8,0.0,0,8,1,3.7,,8,1.9,8,1,,0,7.0,8,ìÏìÏêº,8,1,,0
2023/10/5,19.9,8,1,20.2,8,24.6,8,1,25.4,8,14.7,8,1,15.9,8,0,1,8,1,3.5,,8,4.5,8,1,,0,15.8,8,ñkñkêº,8,1,,0
2023/10/6,18.2,8,1,20.1,8,24.7,8,1,25.3,8,12.8,8,1,15.7,8,0,1,8,1,3.3,,8,3.6,8,1,,0,13.0,8,êº,8,1,,0
2023/10/7,18.6,8,1,19.9,8,23.8,8,1,25.1,8,14.6,8,1,15.5,8,0,1,8,1,3.1,,8,2.8,8,1,,0,11.0,8,ñk,8,1,,0
2023/10/8,17.5,8,1,19.7,8,20.9,8,1,25.0,8,15.8,8,1,15.3,8,11.5,0,8,1,3.0,,8,2.2,8,1,,0,5.2,8,ñkìå,8,1,,0
2023/10/9,19.4,8,1,19.5,8,23.8,8,1,24.8,8,15.9,8,1,15.1,8,5.5,0,8,1,2.9,,8,2.1,8,1,,0,5.2,8,ñkñkêº,8,1,,0
2023/10/10,20.3,8,1,19.3,8,25.6,8,1,24.6,8,15.2,8,1,14.8,8,0.0,0,8,1,2.9,,8,3.7,8,1,,0,14.5,8,ñkñkêº,8,1,,0
2023/10/11,18.8,8,1,19.1,8,25.4,8,1,24.5,8,14.0,8,1,14.6,8,0,1,8,1,2.9,,8,3.0,8,1,,0,10.9,8,ñk,8,1,,0
2023/10/12,17.8,8,1,18.9,8,25.7,8,1,24.3,8,11.8,8,1,14.4,8,0,1,8,1,2.9,,8,2.2,8,1,,0,9.8,8,ñk,8,1,,0
2023/10/13,17.7,8,1,18.6,8,24.6,8,1,24.1,8,11.3,8,1,14.1,8,0,1,8,1,3.0,,8,1.8,8,1,,0,6.7,8,ñkìå,8,1,,0
2023/10/14,18.2,8,1,18.4,8,22.4,8,1,23.9,8,14.5,8,1,13.8,8,0.0,0,8,1,3.1,,8,1.9,8,1,,0,5.6,8,ìåìÏìå,8,1,,0
2023/10/15,19.1,8,1,18.2,8,25.0,8,1,23.7,8,14.9,8,1,13.6,8,1.5,0,8,1,3.2,,8,3.8,8,1,,0,14.6,8,êºñkêº,8,1,,0
2023/10/16,18.7,8,1,17.9,8,25.9,8,1,23.5,8,12.4,8,1,13.3,8,0,1,8,1,3.3,,8,2.9,8,1,,0,10.3,8,ìÏêº,8,1,,0
2023/10/17,18.8,8,1,17.7,8,25.8,8,1,23.2,8,12.6,8,1,13.1,8,0,1,8,1,3.5,,8,1.9,8,1,,0,7.2,8,ìÏ,8,1,,0
2023/10/18,19.5,8,1,17.5,8,26.1,8,1,23.0,8,14.3,8,1,12.8,8,0,1,8,1,3.6,,8,1.9,8,1,,0,6.9,8,ìÏìå,8,1,,0
2023/10/19,20.0,8,1,17.2,8,27.8,8,1,22.8,8,13.6,8,1,12.6,8,0,1,8,1,3.7,,8,2.1,8,1,,0,7.7,8,ìÏìÏêº,8,1,,0
2023/10/20,17.0,8,1,17.0,8,21.5,8,1,22.6,8,14.3,8,1,12.4,8,0.0,0,8,1,3.7,,8,2.9,8,1,,0,12.6,8,êºñkêº,8,1,,0
2023/10/21,14.6,8,1,16.8,8,19.7,8,1,22.4,8,10.6,8,1,12.1,8,0,1,8,1,3.7,,8,4.9,8,1,,0,16.0,8,êºñkêº,8,1,,0
2023/10/22,15.0,8,1,16.6,8,21.5,8,1,22.1,8,8.7,8,1,11.9,8,0,1,8,1,3.7,,8,1.9,8,1,,0,7.4,8,êºìÏêº,8,1,,0
2023/10/23,16.8,8,1,16.3,8,24.5,8,1,21.9,8,10.9,8,1,11.7,8,0,1,8,1,3.6,,8,1.6,8,1,,0,5.9,8,ìÏ,8,1,,0
2023/10/24,17.4,8,1,16.1,8,24.7,8,1,21.7,8,11.6,8,1,11.4,8,0,1,8,1,3.4,,8,1.5,8,1,,0,6.9,8,ìÏìå,8,1,,0
2023/10/25,17.9,8,1,15.9,8,24.5,8,1,21.5,8,12.7,8,1,11.2,8,0.0,0,8,1,3.3,,8,2.0,8,1,,0,7.6,8,êºìÏêº,8,1,,0
2023/10/26,16.9,8,1,15.7,8,24.5,8,1,21.2,8,11.1,8,1,11.0,8,0,1,8,1,3.1,,8,1.7,8,1,,0,7.3,8,êºìÏêº,8,1,,0
2023/10/27,14.2,8,1,15.4,8,24.7,8,1,21.0,8,10.8,8,1,10.8,8,10.5,0,8,1,2.9,,8,1.9,8,1,,0,22.5,8,êºñkêº,8,1,,0
2023/10/28,15.5,8,1,15.2,8,22.2,8,1,20.8,8,10.5,8,1,10.5,8,0.0,0,8,1,2.7,,8,3.1,8,1,,0,12.8,8,ñk,8,1,,0
2023/10/29,14.4,8,1,15.0,8,20.4,8,1,20.6,8,9.3,8,1,10.3,8,0,1,8,1,2.5,,8,3.4,8,1,,0,11.5,8,ñkêº,8,1,,0
2023/10/30,14.4,8,1,14.8,8,22.1,8,1,20.4,8,8.1,8,1,10.1,8,0,1,8,1,2.4,,8,1.7,8,1,,0,6.3,8,ìÏ,8,1,,0
2023/10/31,15.1,8,1,14.6,8,22.4,8,1,20.2,8,9.3,8,1,9.8,8,0,1,8,1,2.2,,8,1.5,8,1,,0,5.7,8,ìÏ,8,1,,0
2023/11/1,15.5,5,1,14.4,8,23.6,8,1,20.0,8,8.9,8,1,9.6,8,0,1,8,1,2.1,,8,1.5,5,1,,0,7.1,5,ìÏìÏêº,5,1,,0
2023/11/2,17.7,8,1,14.2,8,26.2,8,1,19.9,8,10.9,8,1,9.5,8,0,1,8,1,2.0,,8,1.5,8,1,,0,5.7,8,êºìÏêº,8,1,,0
2023/11/3,17.2,8,1,14.1,8,24.5,8,1,19.7,8,12.7,8,1,9.3,8,0,1,8,1,1.9,,8,1.4,8,1,,0,4.8,8,ìÏìå,8,1,,0
2023/11/4,18.0,8,1,13.9,8,23.0,8,1,19.5,8,13.8,8,1,9.1,8,0,1,8,1,1.9,,8,1.4,8,1,,0,4.0,8,ñkñkìå,8,1,,0
2023/11/5,20.7,8,1,13.8,8,26.5,8,1,19.3,8,14.2,8,1,9.0,8,0.0,0,8,1,1.8,,8,3.3,8,1,,0,12.1,8,ìåìÏìå,8,1,,0
2023/11/6,22.8,8,1,13.6,8,24.7,8,1,19.2,8,19.6,8,1,8.8,8,11.5,0,8,1,1.8,,8,4.0,8,1,,0,14.2,8,ìåìÏìå,8,1,,0
2023/11/7,17.9,8,1,13.4,8,22.0,8,1,19.0,8,11.9,8,1,8.6,8,0.0,0,8,1,1.8,,8,5.3,8,1,,0,15.2,8,êº,8,1,,0
2023/11/8,14.1,8,1,13.3,8,21.3,8,1,18.8,8,8.4,8,1,8.5,8,0,1,8,1,1.8,,8,1.6,8,1,,0,5.7,8,ìÏìÏìå,8,1,,0
2023/11/9,16.5,8,1,13.1,8,23.5,8,1,18.6,8,11.1,8,1,8.3,8,0,1,8,1,1.8,,8,1.6,8,1,,0,4.9,8,ìåìÏìå,8,1,,0
2023/11/10,17.1,8,1,12.9,8,19.2,8,1,18.3,8,14.5,8,1,8.1,8,6.5,0,8,1,1.9,,8,2.2,8,1,,0,9.2,8,ñkñkêº,8,1,,0
2023/11/11,14.3,8,1,12.7,8,18.0,8,1,18.1,8,11.8,8,1,7.9,8,0.0,0,8,1,1.9,,8,2.6,8,1,,0,7.1,8,ñkìå,8,1,,0
2023/11/12,12.0,8,1,12.4,8,15.1,8,1,17.9,8,8.6,8,1,7.7,8,0.0,0,8,1,1.9,,8,3.3,8,1,,0,11.6,8,êºìÏêº,8,1,,0
2023/11/13,8.8,8,1,12.2,8,13.4,8,1,17.6,8,5.0,8,1,7.5,8,2.0,0,8,1,1.9,,8,3.5,8,1,,0,9.8,8,ñkñkêº,8,1,,0
2023/11/14,9.4,8,1,12.0,8,16.7,8,1,17.4,8,3.3,8,1,7.2,8,0,1,8,1,1.9,,8,2.0,8,1,,0,7.9,8,êº,8,1,,0
2023/11/15,10.5,8,1,11.7,8,18.0,8,1,17.1,8,4.9,8,1,7.0,8,0,1,8,1,1.9,,8,1.5,8,1,,0,5.2,8,ìÏìÏêº,8,1,,0
2023/11/16,11.6,8,1,11.5,8,16.8,8,1,16.9,8,5.4,8,1,6.7,8,3.5,0,8,1,1.9,,8,2.1,8,1,,0,7.4,8,ìÏìå,8,1,,0
2023/11/17,11.8,8,1,11.2,8,17.0,8,1,16.6,8,6.6,8,1,6.5,8,11.0,0,8,1,1.9,,8,3.8,8,1,,0,15.0,8,êºñkêº,8,1,,0
2023/11/18,7.8,8,1,11.0,8,9.9,8,1,16.4,8,5.3,8,1,6.2,8,0.0,0,8,1,1.8,,8,6.1,8,1,,0,21.0,8,êºñkêº,8,1,,0
2023/11/19,12.0,8,1,10.8,8,17.4,8,1,16.2,8,8.5,8,1,6.0,8,0,1,8,1,1.8,,8,4.0,8,1,,0,12.0,8,ìÏìÏêº,8,1,,0
2023/11/20,12.3,8,1,10.6,8,18.6,8,1,16.0,8,7.0,8,1,5.8,8,0,1,8,1,1.7,,8,3.9,8,1,,0,12.3,8,ñkêº,8,1,,0
2023/11/21,9.8,8,1,10.4,8,16.9,8,1,15.8,8,3.9,8,1,5.6,8,0,1,8,1,1.6,,8,1.5,8,1,,0,4.5,8,ìÏìå,8,1,,0
2023/11/22,10.8,8,1,10.2,8,18.6,8,1,15.6,8,4.8,8,1,5.5,8,0,1,8,1,1.6,,8,1.3,8,1,,0,4.9,8,ìÏìå,8,1,,0
2023/11/23,13.9,8,1,10.1,8,21.4,8,1,15.5,8,8.9,8,1,5.3,8,0,1,8,1,1.6,,8,2.1,8,1,,0,12.1,8,ìÏêº,8,1,,0
2023/11/24,12.6,8,1,10.0,8,17.1,8,1,15.3,8,5.7,8,1,5.2,8,0.0,0,8,1,1.5,,8,5.8,8,1,,0,16.2,8,ñkêº,8,1,,0
2023/11/25,7.5,8,1,9.8,8,12.6,8,1,15.2,8,3.8,8,1,5.0,8,0.0,0,8,1,1.5,,8,2.5,8,1,,0,8.1,8,ñk,8,1,,0
2023/11/26,7.8,8,1,9.7,8,15.1,8,1,15.0,8,2.3,8,1,4.9,8,0,1,8,1,1.5,,8,1.3,8,1,,0,4.9,8,ìÏêº,8,1,,0
2023/11/27,8.6,8,1,9.5,8,13.1,8,1,14.9,8,4.2,8,1,4.8,8,0.0,0,8,1,1.5,,8,1.3,8,1,,0,4.7,8,ñkìå,8,1,,0
2023/11/28,9.9,8,1,9.4,8,16.4,8,1,14.7,8,4.3,8,1,4.6,8,1.0,0,8,1,1.5,,8,4.0,8,1,,0,19.0,8,êºìÏêº,8,1,,0
2023/11/29,8.0,8,1,9.2,8,14.3,8,1,14.5,8,2.2,8,1,4.5,8,0,1,8,1,1.5,,8,2.8,8,1,,0,11.7,8,êºìÏêº,8,1,,0
2023/11/30,9.1,8,1,9.1,8,13.1,8,1,14.4,8,4.4,8,1,4.3,8,0.0,0,8,1,1.5,,8,4.6,8,1,,0,13.9,8,êºñkêº,8,1,,0
2023/12/1,6.1,8,1,8.9,8,11.2,8,1,14.2,8,1.8,8,1,4.1,8,0.0,0,8,1,1.5,,8,4.7,8,1,,0,16.1,8,êº,8,1,,0
2023/12/2,7.3,8,1,8.7,8,13.1,8,1,14.0,8,3.1,8,1,4.0,8,0,1,8,1,1.5,,8,4.2,8,1,,0,10.5,8,êºñkêº,8,1,,0
2023/12/3,7.5,8,1,8.5,8,14.8,8,1,13.8,8,2.1,8,1,3.8,8,0,1,8,1,1.5,,8,3.2,8,1,,0,12.7,8,êºñkêº,8,1,,0
2023/12/4,6.2,8,1,8.3,8,13.7,8,1,13.5,8,0.5,8,1,3.6,8,0,1,8,1,1.5,,8,1.5,8,1,,0,5.8,8,ìÏ,8,1,,0
2023/12/5,6.7,8,1,8.1,8,8.7,8,1,13.3,8,3.9,8,1,3.4,8,5.0,0,8,1,1.5,,8,1.5,8,1,,0,5.1,8,ñkñkìå,8,1,,0
2023/12/6,8.6,8,1,7.9,8,14.4,8,1,13.1,8,4.8,8,1,3.2,8,0.0,0,5,1,1.5,,8,1.5,8,1,,0,5.7,8,ìÏ,8,1,,0
2023/12/7,9.7,8,1,7.7,8,15.2,8,1,12.9,8,3.2,8,1,3.1,8,1.5,0,8,1,1.5,,8,4.2,8,1,,0,16.0,8,êº,8,1,,0
2023/12/8,7.3,8,1,7.5,8,14.8,8,1,12.6,8,0.5,8,1,2.9,8,0,1,8,1,1.5,,8,1.6,8,1,,0,4.7,8,ìåìÏìå,8,1,,0
2023/12/9,9.2,8,1,7.3,8,16.8,8,1,12.4,8,2.7,8,1,2.8,8,0,1,8,1,1.5,,8,1.1,8,1,,0,3.3,8,ñkìå,8,1,,0
2023/12/10,11.7,8,1,7.2,8,20.2,8,1,12.2,8,5.0,8,1,2.6,8,0,1,8,1,1.5,,8,1.2,8,1,,0,4.5,8,ìåñkìå,8,1,,0
2023/12/11,13.1,8,1,7.0,8,16.7,8,1,12.1,8,11.0,8,1,2.5,8,17.5,0,8,1,1.4,,8,3.2,8,1,,0,10.0,8,ìå,8,1,,0
2023/12/12,14.2,8,1,6.8,8,19.0,8,1,11.9,8,9.8,8,1,2.4,8,9.0,0,8,1,1.4,,8,3.4,8,1,,0,13.3,8,ñk,8,1,,0
2023/12/13,10.5,8,1,6.7,8,15.8,8,1,11.7,8,6.1,8,1,2.2,8,0,1,8,1,1.4,,8,2.2,8,1,,0,7.1,8,ìåñkìå,8,1,,0
2023/12/14,9.1,8,1,6.6,8,13.8,8,1,11.6,8,4.5,8,1,2.1,8,1.5,0,8,1,1.3,,8,1.4,8,1,,0,4.3,8,ñkñkìå,8,1,,0
2023/12/15,12.5,8,1,6.5,8,16.2,8,1,11.5,8,9.6,8,1,2.0,8,2.5,0,8,1,1.3,,8,1.5,8,1,,0,7.0,8,ìÏìå,8,1,,0
2023/12/16,12.6,8,1,6.4,8,16.7,8,1,11.4,8,6.3,8,1,2.0,8,5.0,0,8,1,1.3,,8,5.5,8,1,,0,17.8,8,ñkêº,8,1,,0
2023/12/17,3.2,8,1,6.3,8,6.7,8,1,11.3,8,0.1,8,1,1.9,8,0.0,0,8,1,1.2,,8,7.3,8,1,,0,16.7,8,êºñkêº,8,1,,0
2023/12/18,4.2,8,1,6.2,8,8.8,8,1,11.2,8,0.5,8,1,1.8,8,0,1,8,1,1.2,,8,2.7,8,1,,0,7.5,8,êºìÏêº,8,1,,0
2023/12/19,4.5,8,1,6.1,8,7.5,8,1,11.2,8,2.1,8,1,1.7,8,0.0,0,8,1,1.2,,8,1.1,8,1,,0,4.1,8,ìÏ,8,1,,0
2023/12/20,5.5,8,1,6.1,8,10.6,8,1,11.1,8,1.1,8,1,1.7,8,0.0,0,8,1,1.2,,8,4.6,8,1,,0,13.1,8,êºñkêº,8,1,,0
2023/12/21,2.1,8,1,6.0,8,5.2,8,1,11.0,8,-1.5,8,1,1.6,8,0.0,0,8,1,1.2,,8,6.5,8,1,,0,15.4,8,êº,8,1,,0
2023/12/22,0.4,8,1,5.9,8,5.3,8,1,11.0,8,-3.9,8,1,1.5,8,0.0,0,8,1,1.2,,8,5.1,8,1,,0,15.4,8,êºñkêº,8,1,,0
2023/12/23,2.6,8,1,5.9,8,8.3,8,1,10.9,8,-3.5,8,1,1.4,8,0,1,8,1,1.1,,8,3.5,8,1,,0,10.1,8,êºñkêº,8,1,,0
2023/12/24,5.0,8,1,5.8,8,11.0,8,1,10.8,8,-0.6,8,1,1.4,8,0.5,0,8,1,1.1,,8,1.8,8,1,,0,6.7,8,ìÏêº,8,1,,0
2023/12/25,4.8,8,1,5.7,8,10.4,8,1,10.8,8,0.3,8,1,1.3,8,0.0,0,8,1,1.1,,8,3.0,8,1,,0,13.0,8,êºñkêº,8,1,,0
2023/12/26,4.6,8,1,5.6,8,11.6,8,1,10.7,8,-2.5,8,1,1.2,8,0,1,8,1,1.1,,8,2.4,8,1,,0,10.6,8,êºìÏêº,8,1,,0
2023/12/27,7.8,8,1,5.5,8,14.2,8,1,10.6,8,2.3,8,1,1.1,8,0,1,8,1,1.1,,8,1.5,8,1,,0,4.8,8,ìÏêº,8,1,,0
2023/12/28,6.8,8,1,5.4,8,13.7,8,1,10.5,8,1.3,8,1,1.0,8,0,1,8,1,1.0,,8,1.5,8,1,,0,5.2,8,ìÏìÏêº,8,1,,0
2023/12/29,7.3,8,1,5.3,8,13.8,8,1,10.4,8,2.1,8,1,0.9,8,0,1,8,1,1.0,,8,1.3,8,1,,0,5.9,8,êº,8,1,,0
2023/12/30,6.7,8,1,5.2,8,12.7,8,1,10.3,8,0.5,8,1,0.8,8,0.0,0,8,1,1.0,,8,1.3,8,1,,0,4.0,8,ìå,8,1,,0
2023/12/31,9.4,8,1,5.1,8,13.9,8,1,10.3,8,6.3,8,1,0.7,8,2.0,0,5,1,1.0,,8,4.1,8,1,,0,18.2,8,êºñkêº,8,1,,0
2024/1/1,6.8,8,1,5.1,8,11.8,8,1,10.2,8,1.4,8,1,0.6,8,0.0,0,8,1,0.9,,8,3.0,8,1,,0,12.4,8,ñkñkêº,8,1,,0
2024/1/2,5.7,8,1,5.0,8,13.2,8,1,10.1,8,-0.5,8,1,0.6,8,0,1,8,1,0.9,,8,1.4,8,1,,0,6.6,8,ìÏêº,8,1,,0
2024/1/3,7.2,8,1,5.0,8,11.7,8,1,10.1,8,3.1,8,1,0.5,8,1.0,0,8,1,0.9,,8,1.6,8,1,,0,7.9,8,êº,8,1,,0
2024/1/4,7.1,8,1,4.9,8,12.9,8,1,10.0,8,2.4,8,1,0.5,8,0,1,8,1,1.0,,8,3.3,8,1,,0,9.4,8,ìÏêº,8,1,,0
2024/1/5,6.4,8,1,4.9,8,14.0,8,1,10.0,8,0.5,8,1,0.4,8,0,1,8,1,1.0,,8,2.0,8,1,,0,8.7,8,ìÏêº,8,1,,0
2024/1/6,8.4,8,1,4.9,8,13.9,8,1,9.9,8,4.3,8,1,0.4,8,0.0,0,8,1,1.0,,8,2.5,8,1,,0,10.1,8,ñkñkêº,8,1,,0
2024/1/7,4.3,8,1,4.8,8,10.1,8,1,9.9,8,0.0,8,1,0.4,8,0.0,0,8,1,1.0,,8,5.1,8,1,,0,19.8,8,êº,8,1,,0
2024/1/8,3.1,8,1,4.8,8,7.7,8,1,9.9,8,-0.4,8,1,0.4,8,0.0,0,8,1,1.1,,8,2.4,8,1,,0,7.9,8,êºìÏêº,8,1,,0
2024/1/9,3.9,8,1,4.8,8,11.0,8,1,9.8,8,-2.9,8,1,0.4,8,0,1,8,1,1.1,,8,1.7,8,1,,0,7.5,8,ìÏêº,8,1,,0
2024/1/10,5.0,8,1,4.8,8,10.4,8,1,9.8,8,1.1,8,1,0.4,8,0.0,0,8,1,1.2,,8,1.7,8,1,,0,7.5,8,ñkñkìå,8,1,,0
2024/1/11,4.7,8,1,4.8,8,11.7,8,1,9.8,8,-1.6,8,1,0.4,8,0,1,8,1,1.2,,8,2.5,8,1,,0,8.4,8,ìÏêº,8,1,,0
2024/1/12,6.9,8,1,4.7,8,12.9,8,1,9.7,8,0.5,8,1,0.3,8,0,1,8,1,1.2,,8,3.6,8,1,,0,10.7,8,êºìÏêº,8,1,,0
2024/1/13,4.9,8,1,4.7,8,13.3,8,1,9.7,8,0.4,8,1,0.3,8,0.0,0,8,1,1.3,,8,4.6,8,1,,0,17.6,8,ñkêº,8,1,,0
2024/1/14,3.1,8,1,4.7,8,10.2,8,1,9.7,8,-2.6,8,1,0.3,8,0.0,0,8,1,1.3,,8,1.5,8,1,,0,5.5,8,ìÏìå,8,1,,0
2024/1/15,6.4,8,1,4.6,8,11.7,8,1,9.6,8,3.0,8,1,0.3,8,0.0,0,8,1,1.3,,8,3.7,8,1,,0,15.5,8,ñkñkêº,8,1,,0
2024/1/16,4.5,8,1,4.6,8,9.6,8,1,9.6,8,-0.3,8,1,0.2,8,0.0,0,8,1,1.3,,8,3.7,8,1,,0,14.6,8,ñkêº,8,1,,0
2024/1/17,4.5,8,1,4.5,8,11.0,8,1,9.5,8,-3.2,8,1,0.2,8,0,1,8,1,1.3,,8,1.4,8,1,,0,4.7,8,ìÏ,8,1,,0
2024/1/18,8.3,8,1,4.5,8,10.4,8,1,9.5,8,6.1,8,1,0.1,8,0.5,0,8,1,1.4,,8,1.3,8,1,,0,5.0,8,ñkñkêº,8,1,,0
2024/1/19,10.0,8,1,4.4,8,12.6,8,1,9.4,8,7.7,8,1,0.1,8,0.5,0,8,1,1.4,,8,2.6,8,1,,0,7.5,8,ñkìå,8,1,,0
2024/1/20,8.0,8,1,4.4,8,9.7,8,1,9.4,8,6.0,8,1,0.0,8,4.5,0,8,1,1.4,,8,1.9,8,1,,0,7.6,8,ñkìå,8,1,,0
2024/1/21,10.0,8,1,4.3,8,15.1,8,1,9.3,8,4.7,8,1,0.0,8,9.0,0,8,1,1.4,,8,3.7,8,1,,0,12.0,8,ñk,8,1,,0
2024/1/22,7.2,8,1,4.3,8,13.5,8,1,9.3,8,2.0,8,1,-0.1,8,0.0,0,8,1,1.4,,8,3.6,8,1,,0,14.1,8,êºñkêº,8,1,,0
2024/1/23,2.2,8,1,4.2,8,5.8,8,1,9.3,8,-1.1,8,1,-0.1,8,0,1,8,1,1.3,,8,6.6,8,1,,0,16.3,8,êºñkêº,8,1,,0
2024/1/24,0.4,8,1,4.2,8,4.9,8,1,9.2,8,-2.3,8,1,-0.2,8,0,1,8,1,1.3,,8,7.1,8,1,,0,18.5,8,êº,8,1,,0
2024/1/25,1.9,8,1,4.2,8,7.2,8,1,9.2,8,-1.9,8,1,-0.2,8,0.0,0,8,1,1.3,,8,5.1,8,1,,0,12.1,8,êº,8,1,,0
2024/1/26,4.3,8,1,4.2,8,8.9,8,1,9.2,8,0.3,8,1,-0.3,8,0.0,0,8,1,1.3,,8,3.5,8,1,,0,9.1,8,êºìÏêº,8,1,,0
2024/1/27,5.9,8,1,4.1,8,11.8,8,1,9.2,8,2.3,8,1,-0.3,8,0,1,8,1,1.3,,8,3.0,8,1,,0,10.4,8,êºñkêº,8,1,,0
2024/1/28,4.9,8,1,4.1,8,12.7,8,1,9.2,8,0.6,8,1,-0.3,8,0.0,0,8,1,1.2,,8,2.3,8,1,,0,10.3,8,ñkñkêº,8,1,,0
2024/1/29,4.9,8,1,4.1,8,12.2,8,1,9.3,8,-1.3,8,1,-0.3,8,0,1,8,1,1.2,,8,1.4,8,1,,0,5.7,8,ìÏ,8,1,,0
2024/1/30,5.6,8,1,4.2,8,13.3,8,1,9.3,8,-0.9,8,1,-0.3,8,0,1,8,1,1.1,,8,1.4,8,1,,0,5.1,8,ìÏìå,8,1,,0
2024/1/31,6.5,8,1,4.2,8,9.9,8,1,9.3,8,1.5,8,1,-0.3,8,4.0,0,8,1,1.1,,8,1.5,8,1,,0,6.6,8,ñkñkêº,8,1,,0
2024/2/1,8.5,8,1,4.2,8,12.5,8,1,9.4,8,4.9,8,1,-0.3,8,0.5,0,8,1,1.1,,8,3.2,8,1,,0,10.0,8,ñk,8,1,,0
2024/2/2,5.7,8,1,4.3,8,11.0,8,1,9.5,8,1.7,8,1,-0.3,8,0,1,8,1,1.1,,8,2.7,8,1,,0,10.1,8,ñk,8,1,,0
2024/2/3,4.9,8,1,4.3,8,9.1,8,1,9.5,8,1.8,8,1,-0.2,8,6.0,0,8,1,1.0,,8,1.7,8,1,,0,5.6,8,ìåìÏìå,8,1,,0
2024/2/4,6.1,8,1,4.4,8,10.9,8,1,9.6,8,2.5,8,1,-0.2,8,3.0,0,8,1,1.0,,8,1.7,8,1,,0,5.7,8,ìåñkìå,8,1,,0
2024/2/5,4.7,8,1,4.4,8,6.5,8,1,9.7,8,2.0,8,1,-0.1,8,16.5,0,8,1,1.1,,8,2.9,8,1,,0,12.2,8,ìåñkìå,8,1,,0
2024/2/6,4.9,8,1,4.5,8,11.4,8,1,9.8,8,-0.3,8,1,-0.1,8,0.0,0,8,1,1.1,,8,2.3,8,1,,0,9.6,8,ñkêº,8,1,,0
2024/2/7,4.8,8,1,4.6,8,10.9,8,1,9.8,8,0.6,8,1,0.0,8,0.0,0,8,1,1.1,,8,1.7,8,1,,0,7.0,8,ñkñkêº,8,1,,0
2024/2/8,4.2,8,1,4.6,8,9.6,8,1,9.9,8,-0.5,8,1,0.0,8,0,1,8,1,1.2,,8,1.8,8,1,,0,7.3,8,ñk,8,1,,0
2024/2/9,4.7,8,1,4.7,8,11.7,8,1,10.0,8,-1.6,8,1,0.1,8,0,1,8,1,1.2,,8,1.6,8,1,,0,7.5,8,ìÏêº,8,1,,0
2024/2/10,6.0,8,1,4.8,8,13.0,8,1,10.1,8,0.9,8,1,0.2,8,0.0,0,8,1,1.3,,8,3.5,8,1,,0,13.6,8,êºñkêº,8,1,,0
2024/2/11,4.7,8,1,4.9,8,10.9,8,1,10.2,8,-0.7,8,1,0.2,8,0.0,0,8,1,1.4,,8,3.2,8,1,,0,13.7,8,ìÏêº,8,1,,0
2024/2/12,5.7,8,1,5.0,8,12.3,8,1,10.3,8,0.5,8,1,0.3,8,0.0,0,8,1,1.4,,8,2.7,8,1,,0,9.9,8,êºñkêº,8,1,,0
2024/2/13,6.6,8,1,5.0,8,15.6,8,1,10.4,8,-0.5,8,1,0.4,8,0,1,8,1,1.5,,8,1.6,8,1,,0,6.0,8,ìÏìÏêº,8,1,,0
2024/2/14,9.9,8,1,5.1,8,17.2,8,1,10.4,8,2.5,8,1,0.4,8,0.0,0,8,1,1.6,,8,1.3,8,1,,0,4.2,8,ìåìÏìå,8,1,,0
2024/2/15,12.9,8,1,5.2,8,18.5,8,1,10.5,8,8.1,8,1,0.5,8,2.0,0,8,1,1.6,,8,2.2,8,1,,0,19.9,8,ñkñkêº,8,1,,0
